,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len,Exterior_color_imputed
1344,49889,2,GMC,Automatic,52800,Red,Black,25,V8,Four-Wheel Drive,Gasoline,12,5159,0
1345,55988,1,GMC,Automatic,11824,Black,Black,25,V8,Four-Wheel Drive,Gasoline,12,4660,1
1346,19990,4,Ford,Automatic,57220,Black,Black,25,I4,All-Wheel Drive,Gasoline,7,6866,1
1347,20990,2,Subaru,Automatic,17428,Black,White,31,H4,All-Wheel Drive,Gasoline,3,2005,0
1348,20991,2,Subaru,Automatic,13349,Black,White,31,H4,All-Wheel Drive,Gasoline,3,2010,0
1349,23580,4,Mazda,Automatic,21365,Black,Black,25,I4,All-Wheel Drive,Gasoline,3,5623,0
1350,24888,3,Mazda,Automatic,33460,Blue,Black,26,I4,All-Wheel Drive,Gasoline,3,1304,0
1351,26490,5,Subaru,Manual,33150,Black,Black,23,H4,All-Wheel Drive,Gasoline,8,7156,0
1352,11998,4,Kia,Automatic,69107,Red,Black,28,I4,Front-Wheel Drive,Gasoline,3,2253,0
1353,12997,6,Kia,Automatic,58236,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,2650,0
1354,14588,4,Hyundai,Automatic,76157,Gray,Gray,26,I4,Front-Wheel Drive,Gasoline,5,3162,0
1355,14688,4,Nissan,Automatic,74824,Silver,Black,32,I4,Front-Wheel Drive,Gasoline,3,2451,0
1356,14788,3,Kia,Automatic,14509,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,2725,0
1357,15588,3,Kia,Automatic,27264,Blue,Black,32,I4,Front-Wheel Drive,Gasoline,4,2500,0
1358,15998,5,Nissan,Automatic,40174,Black,Black,32,I4,Front-Wheel Drive,Gasoline,5,2656,0
1359,16888,2,Kia,Automatic,13366,Black,Black,34,I4,Front-Wheel Drive,Gasoline,4,2932,0
1360,17999,1,Kia,Automatic,1304,Black,Black,29,I4,Front-Wheel Drive,Gasoline,3,2109,1
1361,19888,3,Kia,Automatic,7234,Black,Black,48,I4,Front-Wheel Drive,Hybrid,5,2982,1
1362,20166,3,Ford,Automatic,29547,Black,Black,24,I4,All-Wheel Drive,Gasoline,5,2689,1
1363,20488,3,Kia,Automatic,14713,Silver,Gray,25,I4,All-Wheel Drive,Gasoline,3,1810,0
1364,21223,4,Kia,Automatic,22896,Blue,Black,22,I4,All-Wheel Drive,Gasoline,7,3756,0
1365,33588,2,Kia,Automatic,15849,Silver,Black,21,V6,All-Wheel Drive,Gasoline,12,3690,0
1366,36788,3,Kia,Automatic,27048,Red,Black,20,V6,All-Wheel Drive,Gasoline,11,3904,0
1367,13399,6,Mazda,Automatic,56814,Red,Black,34,I4,Front-Wheel Drive,Gasoline,4,2240,0
1368,16999,2,Volkswagen,Automatic,29571,White,Black,34,I4,Front-Wheel Drive,Gasoline,6,2299,0
1369,25450,3,GMC,Automatic,38753,White,Black,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,3460,0
1370,25899,8,Jeep,Manual,91331,Black,Black,18,V6,Four-Wheel Drive,Gasoline,5,2835,1
1371,25925,1,Chrysler,Automatic,42560,Black,Black,23,V6,Front-Wheel Drive,Gasoline,10,3517,0
1372,26750,4,Dodge,Automatic,24109,White,Black,21,V6,All-Wheel Drive,Gasoline,6,2870,0
1373,26750,3,Ford,Automatic,82539,Red,Black,18,V6,All-Wheel Drive,Gasoline,7,2494,0
1374,27925,2,Ford,Automatic,63654,Blue,Black,18,V6,All-Wheel Drive,Gasoline,4,2459,0
1375,29750,7,RAM,Automatic,101261,Black,Black,17,V8,Four-Wheel Drive,Gasoline,8,3609,0
1376,41750,4,Chevrolet,Automatic,93229,White,Black,25,I4,Four-Wheel Drive,Gasoline,4,2799,0
1377,21991,13,Chevrolet,Automatic,110533,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,3,2418,1
1378,31999,6,Jeep,Manual,70197,White,Black,25,I4,Front-Wheel Drive,Gasoline,4,1697,0
1379,43999,4,Maserati,Automatic,26550,Gray,Black,19,V6,Rear-Wheel Drive,Gasoline,12,2568,0
1380,6891,7,Nissan,Automatic,65108,Black,Black,114,I4,Front-Wheel Drive,Electric,5,839,0
1381,13991,6,Ford,Automatic,60283,Black,Black,26,I4,Front-Wheel Drive,Gasoline,5,992,1
1382,17791,5,Honda,Automatic,66506,Silver,Black,35,I4,Front-Wheel Drive,Gasoline,7,1019,0
1383,18881,4,GMC,Automatic,70457,Black,Black,23,I4,All-Wheel Drive,Gasoline,8,1200,0
1384,24891,7,RAM,Automatic,154797,White,Black,17,V8,Four-Wheel Drive,Gasoline,13,878,0
1385,31891,4,Mercedes-Benz,Automatic,49628,Gray,Black,19,V6,All-Wheel Drive,Gasoline,11,1300,0
1386,34691,5,Chevrolet,Automatic,67027,White,Black,18,V8,Four-Wheel Drive,Gasoline,4,807,0
1387,38881,5,Land,Automatic,53097,White,Gray,19,V6,All-Wheel Drive,Gasoline,8,1181,0
1388,45691,1,Chevrolet,Automatic,9796,White,Black,25,V8,Four-Wheel Drive,Gasoline,7,869,0
1389,5488,17,GMC,Automatic,157860,Black,Silver,15,I6,Rear-Wheel Drive,Gasoline,11,967,0
1390,10859,10,Honda,Automatic,98805,Black,Black,25,I4,Front-Wheel Drive,Gasoline,6,1580,1
1391,11888,6,Chevrolet,Automatic,63508,Black,Gray,29,I4,Front-Wheel Drive,Gasoline,4,3026,0
1392,14888,9,Acura,Automatic,58514,Red,Black,26,I4,Front-Wheel Drive,Gasoline,10,1903,0
1393,15888,11,Ford,Automatic,105427,Black,Black,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,11,1654,0
1394,24888,8,GMC,Automatic,89014,White,Gray,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,15,4366,0
1395,32488,6,RAM,Automatic,80909,Black,Black,17,V8,Four-Wheel Drive,Gasoline,12,3666,0
1396,33888,6,RAM,Automatic,77014,Gray,Black,17,V8,Four-Wheel Drive,Gasoline,11,3502,0
1397,8750,12,Subaru,Manual,112125,Silver,White,23,H4,All-Wheel Drive,Gasoline,2,5219,0
1398,15980,5,Honda,Automatic,51055,Black,White,35,I4,Front-Wheel Drive,Gasoline,6,6957,0
1399,32980,3,Toyota,Automatic,5415,Gray,Black,32,I4,All-Wheel Drive,Hybrid,9,8749,0
1400,38854,3,Toyota,Automatic,16288,White,Black,19,V6,Four-Wheel Drive,Gasoline,6,7584,0
1401,40990,1,Toyota,Automatic,15402,Gray,Black,19,V6,Four-Wheel Drive,Gasoline,9,7533,0
1402,15995,2,Kia,Automatic,12812,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,3,4499,0
1403,19995,3,Nissan,Automatic,64510,Black,Black,25,V6,Front-Wheel Drive,Gasoline,7,5307,0
1404,22995,3,Nissan,Automatic,40530,Blue,Black,32,I4,All-Wheel Drive,Hybrid,10,5622,0
1405,38995,2,Chevrolet,Automatic,26760,Silver,Black,19,V8,Front-Wheel Drive,Gasoline,12,9244,0
1406,47852,2,Nissan,Automatic,3989,Silver,Black,25,V8,Four-Wheel Drive,Gasoline,10,6668,0
1407,5899,8,Hyundai,Manual,134367,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,2,2032,0
1408,10999,10,Ford,Automatic,110011,Black,Gray,21,V6,All-Wheel Drive,Gasoline,5,2240,1
1409,12399,4,Kia,Automatic,69688,White,Black,27,I4,Front-Wheel Drive,Gasoline,3,2716,0
1410,14499,10,Chevrolet,Automatic,178296,Black,Black,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,10,4252,0
1411,16499,2,Volkswagen,Automatic,25071,Black,Black,34,I4,Front-Wheel Drive,Gasoline,5,1985,1
1412,18899,2,Dodge,Automatic,38908,White,Black,14,V6,Front-Wheel Drive,Flex Fuel Vehicle,6,3112,0
1413,18899,1,Nissan,Automatic,2689,Black,Black,33,I4,Front-Wheel Drive,Gasoline,6,2832,0
1414,20399,1,Nissan,Automatic,29390,Black,Black,31,I4,Front-Wheel Drive,Gasoline,5,2745,0
1415,20999,1,Nissan,Automatic,35888,Black,Black,32,I4,Front-Wheel Drive,Gasoline,10,3309,0
1416,21249,3,Nissan,Automatic,29104,Silver,Black,29,I4,Front-Wheel Drive,Gasoline,6,2724,0
1417,22399,2,Chrysler,Automatic,43803,White,Black,22,V6,Front-Wheel Drive,Gasoline,10,3951,0
1418,27499,1,Hyundai,Automatic,12286,Black,Black,23,I4,All-Wheel Drive,Gasoline,7,2686,1
1419,27499,1,Hyundai,Automatic,14640,Gray,Black,23,I4,All-Wheel Drive,Gasoline,7,2694,0
1420,27499,1,Hyundai,Automatic,11616,Black,Black,23,I4,All-Wheel Drive,Gasoline,7,2694,0
1421,27999,1,Chevrolet,Automatic,35115,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,5,3171,0
1422,31999,1,Toyota,Automatic,24674,Black,Black,28,I4,All-Wheel Drive,Gasoline,7,2857,0
1423,32999,1,Toyota,Automatic,31256,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,9,3039,0
1424,35249,2,Lexus,Automatic,25430,Silver,Black,24,I4,All-Wheel Drive,Gasoline,4,2694,0
1425,47899,1,Land,Automatic,30488,Silver,Black,23,I4,All-Wheel Drive,Gasoline,8,2978,0
1426,15991,3,Hyundai,Automatic,65203,White,Gray,23,I4,Front-Wheel Drive,Gasoline,5,1993,0
1427,16991,7,Ford,Automatic,47520,White,Black,24,V6,Rear-Wheel Drive,Gasoline,9,1995,0
1428,24991,4,Toyota,Automatic,83766,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,1,1024,0
1429,27500,4,Alfa,Automatic,17223,White,Black,28,I4,Rear-Wheel Drive,Gasoline,12,3142,0
1430,31991,3,Ford,Automatic,36116,Black,Black,18,V6,All-Wheel Drive,Gasoline,16,2794,0
1431,40000,2,Toyota,Automatic,26163,White,Black,25,V6,Front-Wheel Drive,Gasoline,14,1888,0
1432,19500,6,Jeep,Automatic,82201,Black,Black,22,V6,Four-Wheel Drive,Gasoline,17,7200,0
1433,20900,8,RAM,Automatic,127443,White,Black,25,V8,Four-Wheel Drive,Gasoline,4,2460,0
1434,23500,7,RAM,Automatic,41213,Red,Black,25,V8,Front-Wheel Drive,Gasoline,3,2057,0
1435,23900,7,GMC,Automatic,71861,Silver,Black,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,4,5268,0
1436,25800,5,Dodge,Automatic,52277,White,Black,20,V8,Rear-Wheel Drive,Gasoline,13,4542,0
1437,27900,4,GMC,Automatic,51938,Blue,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,1,2645,0
1438,29900,4,GMC,Automatic,71357,Blue,Black,18,V8,Four-Wheel Drive,Gasoline,8,3414,0
1439,29900,3,RAM,Automatic,24805,White,Black,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,4,2859,0
1440,30500,6,Ford,Automatic,125175,Gray,Black,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,14,3667,0
1441,31500,6,GMC,Automatic,38616,Black,Black,18,V8,Four-Wheel Drive,Gasoline,7,6643,0
1442,31500,3,RAM,Automatic,31788,Gray,Black,17,V8,Four-Wheel Drive,Gasoline,3,2645,0
1443,31500,6,Ford,Manual,39817,Gray,Black,19,V8,Rear-Wheel Drive,Gasoline,14,3889,0
1444,31500,5,Ford,Automatic,30767,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,7,3682,0
1445,31800,5,RAM,Automatic,58130,Black,Black,17,V8,Four-Wheel Drive,Gasoline,3,2825,0
1446,31900,4,GMC,Automatic,32842,Black,Black,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,2,4275,0
1447,32900,3,RAM,Automatic,37576,Black,Black,17,V8,Four-Wheel Drive,Gasoline,5,2476,0
1448,32900,3,RAM,Automatic,10333,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,4,3983,0
1449,33500,3,Chevrolet,Automatic,42107,Silver,Black,20,V6,Four-Wheel Drive,Gasoline,11,3060,0
1450,33800,6,RAM,Automatic,72694,White,Black,17,V8,Four-Wheel Drive,Gasoline,8,5474,0
1451,33880,5,RAM,Automatic,48126,White,Black,17,V8,Four-Wheel Drive,Gasoline,8,4198,0
1452,33900,6,RAM,Automatic,63068,Black,Black,17,V8,Four-Wheel Drive,Gasoline,21,6930,1
1453,34500,6,RAM,Automatic,68141,Black,Black,17,V8,Four-Wheel Drive,Gasoline,20,6174,1
1454,34500,3,Chevrolet,Automatic,59952,Silver,Black,23,I4,Four-Wheel Drive,Diesel,6,3104,0
1455,35800,2,RAM,Automatic,28125,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,7,2401,0
1456,35900,7,RAM,Automatic,103519,Black,Black,25,V8,Four-Wheel Drive,Gasoline,4,4746,0
1457,36900,4,Ford,Automatic,35662,Black,Black,20,V6,Four-Wheel Drive,Gasoline,11,3954,0
1458,36900,2,RAM,Automatic,47795,Blue,Black,25,V8,Front-Wheel Drive,Gasoline,6,3318,0
1459,37500,4,Nissan,Automatic,40693,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,18,3347,0
1460,37500,3,Ford,Automatic,35674,Silver,Gray,21,V6,Four-Wheel Drive,Gasoline,5,2434,0
1461,37500,2,RAM,Automatic,11846,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,11,3218,0
1462,37900,4,RAM,Automatic,33958,Black,Black,17,V8,Four-Wheel Drive,Gasoline,16,3947,0
1463,38900,2,RAM,Automatic,6213,Black,Black,17,V8,Four-Wheel Drive,Gasoline,15,4565,1
1464,39500,4,RAM,Automatic,38126,White,Black,22,V6,Four-Wheel Drive,Biodiesel,18,5135,0
1465,40500,2,Toyota,Automatic,14533,White,Black,19,V6,Four-Wheel Drive,Gasoline,17,3659,0
1466,41900,2,Chevrolet,Automatic,13175,Blue,Black,16,V6,Four-Wheel Drive,Gasoline,13,3652,0
1467,41900,1,RAM,Automatic,5960,White,Black,17,V8,Four-Wheel Drive,Gasoline,5,3722,0
1468,42500,2,Chevrolet,Automatic,1580,Black,Black,17,V8,Four-Wheel Drive,Gasoline,9,3784,0
1469,42500,2,Chevrolet,Automatic,6261,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,7,3735,0
1470,42500,3,RAM,Automatic,37303,Red,Black,17,V8,Four-Wheel Drive,Gasoline,7,3254,0
