,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len,Exterior_color_imputed
353,9997,6,Honda,Automatic,98616,Black,Black,34,I4,Front-Wheel Drive,Gasoline,2,3524,0
354,5958,14,Toyota,Automatic,172854,White,Gray,22,V6,Front-Wheel Drive,Gasoline,2,306,0
355,21999,4,Toyota,Automatic,77274,Gray,Black,23,V6,Front-Wheel Drive,Gasoline,3,1799,0
356,17791,2,Honda,Automatic,14199,Black,Black,33,I4,Front-Wheel Drive,Gasoline,2,1617,0
357,17995,2,Honda,Automatic,10942,Gray,Black,33,I4,Front-Wheel Drive,Gasoline,4,3202,0
358,11995,5,Chevrolet,Automatic,65676,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,4,4320,0
359,59222,2,Ford,Automatic,19247,Silver,Gray,25,V8,Four-Wheel Drive,Biodiesel,5,1972,0
360,55000,2,Land,Automatic,45470,Black,Black,19,V6,All-Wheel Drive,Gasoline,8,4331,0
361,15497,1,Mitsubishi,Automatic,34467,Black,Black,27,I4,Front-Wheel Drive,Gasoline,3,362,0
362,27591,1,Toyota,Automatic,7595,Black,Red,29,I4,All-Wheel Drive,Gasoline,5,2102,1
363,11985,12,Chevrolet,Automatic,169276,Gray,Black,16,V8,Front-Wheel Drive,Flex Fuel Vehicle,7,11591,0
364,15597,1,Mitsubishi,Automatic,33021,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,362,0
365,44688,1,RAM,Automatic,30420,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,3,2831,0
366,11488,7,Toyota,Automatic,98086,Silver,Black,29,I4,Front-Wheel Drive,Gasoline,4,1634,0
367,8975,4,Nissan,Automatic,91601,White,Black,32,I4,Front-Wheel Drive,Gasoline,7,4062,0
368,40998,3,Chevrolet,Automatic,37035,Silver,Black,19,V8,Front-Wheel Drive,Gasoline,11,1891,0
369,44998,1,BMW,Automatic,22152,Black,Red,25,I6,Rear-Wheel Drive,Gasoline,10,1808,0
370,10975,2,Nissan,Automatic,38008,Gray,Black,34,I4,Front-Wheel Drive,Gasoline,2,2788,0
371,22995,2,Kia,Automatic,19207,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,2165,0
372,14495,3,Volkswagen,Automatic,13991,Black,Black,32,I4,Front-Wheel Drive,Gasoline,7,911,0
373,45998,3,Toyota,Automatic,30272,Black,Black,14,V8,Four-Wheel Drive,Gasoline,9,1760,1
374,31991,2,Lexus,Automatic,21176,Silver,Red,24,I4,All-Wheel Drive,Gasoline,1,2950,0
375,10885,8,Toyota,Automatic,94786,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,4,1501,0
376,63885,4,Land,Automatic,29402,Black,Black,16,V8,All-Wheel Drive,Gasoline,8,1884,0
377,65498,3,Porsche,Automatic,30543,Black,Black,24,V6,Rear-Wheel Drive,Gasoline,15,2746,0
378,10800,5,Hyundai,Automatic,83632,White,Gray,31,I4,Front-Wheel Drive,Gasoline,4,1023,0
379,23980,4,Toyota,Automatic,19173,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,11,1237,0
380,16999,4,Toyota,Automatic,22000,Black,Black,28,I4,Front-Wheel Drive,Gasoline,5,589,1
381,43998,3,Mercedes-Benz,Automatic,16857,Black,Black,23,V6,All-Wheel Drive,Gasoline,7,1767,0
382,17715,1,Chevrolet,Automatic,32871,Silver,Black,32,I4,Front-Wheel Drive,Gasoline,7,3230,0
383,11200,5,Nissan,Automatic,72182,White,Black,32,I4,Front-Wheel Drive,Gasoline,1,838,0
384,15995,5,Honda,Automatic,69088,White,Black,30,I4,Front-Wheel Drive,Gasoline,10,2055,0
385,17494,1,Nissan,Automatic,31984,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,1048,0
386,17488,1,Nissan,Automatic,32103,White,Black,29,I4,Front-Wheel Drive,Gasoline,6,1072,0
387,31095,3,Toyota,Automatic,42137,Silver,Black,21,V6,Front-Wheel Drive,Gasoline,3,5272,0
388,9591,9,Honda,Automatic,96758,White,White,25,I4,Front-Wheel Drive,Gasoline,2,1989,0
389,17995,3,Mazda,Automatic,26197,White,Black,31,I4,Front-Wheel Drive,Gasoline,12,3899,0
390,32988,3,BMW,Automatic,33087,Black,Black,21,I6,Rear-Wheel Drive,Gasoline,29,8539,0
391,21888,3,Toyota,Automatic,21185,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,5,2774,0
392,11980,7,Honda,Automatic,103000,Silver,Gray,34,I4,Front-Wheel Drive,Gasoline,4,1094,0
393,10300,10,Toyota,Automatic,118783,Black,Gray,25,V6,Front-Wheel Drive,Gasoline,4,2204,1
394,12499,4,Hyundai,Automatic,18509,White,Black,33,I4,Front-Wheel Drive,Gasoline,3,782,0
395,13900,5,Lincoln,Automatic,124333,Black,Black,21,V6,Front-Wheel Drive,Gasoline,9,1746,1
396,6999,18,Mercedes-Benz,Automatic,83869,Silver,Gray,20,V6,Rear-Wheel Drive,Gasoline,2,1976,0
397,25777,3,BMW,Automatic,38026,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,5,1844,0
398,20999,5,Mazda,Automatic,32100,White,Black,24,I4,Front-Wheel Drive,Gasoline,12,574,0
399,32679,2,Nissan,Automatic,3219,Black,Black,23,V6,Front-Wheel Drive,Gasoline,12,2764,1
400,14995,7,Toyota,Automatic,73768,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,6,4774,0
401,30995,5,Porsche,Automatic,74210,Blue,Black,19,V6,All-Wheel Drive,Gasoline,22,6745,0
402,11995,4,Kia,Automatic,23382,White,Gray,28,I4,Front-Wheel Drive,Gasoline,2,1481,0
403,34998,3,Mercedes-Benz,Automatic,17323,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2861,0
404,19500,8,Ford,Automatic,98368,White,Gray,17,V8,Front-Wheel Drive,Flex Fuel Vehicle,8,3834,0
405,17715,1,Chevrolet,Automatic,33706,White,Black,32,I4,Front-Wheel Drive,Gasoline,7,3230,0
406,44995,5,BMW,Automatic,63505,Black,Black,16,V8,All-Wheel Drive,Gasoline,4,1488,0
407,27998,2,Lexus,Automatic,14263,Silver,Gray,32,I4,Front-Wheel Drive,Gasoline,6,1664,0
408,25875,3,Chevrolet,Automatic,80782,Black,Black,20,V6,Four-Wheel Drive,Gasoline,7,2611,1
409,22499,1,Mazda,Automatic,28440,White,Black,26,I4,All-Wheel Drive,Gasoline,8,2676,0
410,14994,2,Hyundai,Automatic,31687,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,6,2245,0
411,11950,6,Honda,Automatic,61297,Silver,Gray,34,I4,Front-Wheel Drive,Gasoline,2,1866,0
412,25020,1,Nissan,Automatic,32669,Black,Black,23,V6,Front-Wheel Drive,Gasoline,11,2573,0
413,18995,3,Toyota,Automatic,43936,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,3,1525,0
414,12995,8,Toyota,Automatic,81055,Red,Gray,25,V6,Front-Wheel Drive,Gasoline,4,492,0
415,9900,5,Hyundai,Automatic,110050,Red,White,29,I4,Front-Wheel Drive,Gasoline,4,1053,0
416,27788,1,Audi,Automatic,5305,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,3699,0
417,23951,1,Honda,Automatic,34586,Black,Black,31,I4,Front-Wheel Drive,Gasoline,4,1323,1
418,15399,6,BMW,Automatic,99720,Gray,Black,24,I6,Rear-Wheel Drive,Gasoline,7,1512,0
419,33400,1,Honda,Automatic,9810,Silver,Gray,22,V6,Front-Wheel Drive,Gasoline,3,838,0
420,34999,3,Honda,Automatic,22731,White,Black,22,V6,All-Wheel Drive,Gasoline,9,2843,0
421,17500,4,FIAT,Manual,17226,Black,Black,30,I4,Rear-Wheel Drive,Gasoline,4,2244,1
422,29996,3,BMW,Automatic,26848,Gray,Black,28,I4,Rear-Wheel Drive,Gasoline,10,3165,0
423,28991,2,Lexus,Automatic,13861,White,Black,24,I4,Front-Wheel Drive,Gasoline,1,4525,0
424,6499,14,Toyota,Automatic,97210,White,Gray,25,I4,Front-Wheel Drive,Gasoline,2,291,0
425,22499,1,Mazda,Automatic,28605,Silver,Black,26,I4,All-Wheel Drive,Gasoline,8,2573,0
426,15975,3,BMW,Automatic,24298,Red,Black,25,I4,Rear-Wheel Drive,Gasoline,14,3749,0
427,30996,3,Mercedes-Benz,Automatic,17219,Black,Black,25,I4,Rear-Wheel Drive,Gasoline,16,3951,0
428,31697,2,Honda,Automatic,16202,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,10,3459,0
429,63998,2,GMC,Automatic,23373,Gray,Black,25,V8,Four-Wheel Drive,Biodiesel,8,1743,0
430,31596,3,BMW,Automatic,22993,Silver,Black,25,I4,All-Wheel Drive,Gasoline,5,2565,0
431,19980,6,Jeep,Automatic,80600,Gray,Black,20,V6,Front-Wheel Drive,Gasoline,10,1639,0
432,21996,3,BMW,Automatic,25559,White,Black,27,I4,Front-Wheel Drive,Gasoline,4,2378,0
433,30399,3,BMW,Automatic,23224,Black,Black,25,I4,All-Wheel Drive,Gasoline,6,2411,0
434,15994,4,Toyota,Automatic,33738,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,4,1849,0
435,24999,10,BMW,Manual,121277,Silver,Black,16,V8,Rear-Wheel Drive,Gasoline,1,499,0
436,24995,1,Ford,Automatic,27458,Black,Black,26,I4,All-Wheel Drive,Gasoline,6,2363,0
437,23600,3,Toyota,Automatic,25140,White,Black,32,I4,Front-Wheel Drive,Gasoline,5,2857,0
438,19999,5,Mazda,Automatic,11922,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,8,1690,0
439,25950,4,Lexus,Automatic,68640,Silver,Black,22,V6,Rear-Wheel Drive,Gasoline,6,3869,0
440,27231,2,Subaru,Automatic,44949,Silver,Black,23,H4,All-Wheel Drive,Gasoline,9,2267,0
441,49626,1,Cadillac,Automatic,4705,Silver,Black,20,V6,Four-Wheel Drive,Gasoline,3,2083,0
442,16797,1,Mitsubishi,Automatic,30561,Silver,Black,25,I4,All-Wheel Drive,Gasoline,3,2297,0
443,9900,6,Nissan,Automatic,66025,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,3,1055,0
444,24052,4,Mercedes-Benz,Automatic,51241,White,Black,24,I4,Rear-Wheel Drive,Gasoline,5,2222,0
445,33285,1,BMW,Automatic,13310,Black,Black,30,I4,Rear-Wheel Drive,Gasoline,9,1998,0
446,22975,3,Audi,Automatic,11350,Black,Black,31,I4,Front-Wheel Drive,Gasoline,6,4050,0
447,27995,5,Ford,Automatic,47570,Gray,Black,25,V6,Front-Wheel Drive,Gasoline,3,1037,0
448,42888,3,Porsche,Automatic,16994,Gray,Black,25,I4,All-Wheel Drive,Gasoline,2,2627,0
449,25650,2,Honda,Automatic,19087,Black,Black,26,I4,Front-Wheel Drive,Gasoline,8,2704,0
450,101980,1,Chevrolet,Automatic,700,White,Black,20,V8,Rear-Wheel Drive,Gasoline,14,6787,0
451,17988,6,Jeep,Automatic,91125,White,Black,25,I4,Front-Wheel Drive,Gasoline,18,11464,0
452,49998,3,Mercedes-Benz,Automatic,51843,Silver,Black,23,V6,Rear-Wheel Drive,Gasoline,13,3107,0
453,41994,3,Land,Automatic,33262,Black,Black,27,I4,All-Wheel Drive,Diesel,10,1460,0
454,13920,6,Acura,Automatic,83805,White,Gray,28,I4,Front-Wheel Drive,Gasoline,7,1807,0
455,6900,7,Nissan,Automatic,93372,Black,Black,34,I4,Front-Wheel Drive,Gasoline,4,1047,0
456,32997,4,Honda,Automatic,24298,White,Black,22,V6,All-Wheel Drive,Gasoline,11,4250,0
457,24299,3,Mercedes-Benz,Automatic,25609,Black,Black,28,I4,Front-Wheel Drive,Gasoline,12,2981,0
458,14000,4,Ford,Automatic,30253,White,Black,27,I4,Front-Wheel Drive,Gasoline,2,5376,0
459,21897,1,Ford,Automatic,41926,Silver,Black,24,I4,Front-Wheel Drive,Gasoline,3,331,0
460,69998,1,Mercedes-Benz,Automatic,3933,Gray,Black,23,V6,Rear-Wheel Drive,Gasoline,7,1702,0
461,33998,2,Lexus,Automatic,39057,Black,Black,23,V6,Front-Wheel Drive,Gasoline,6,1706,0
462,9999,3,Nissan,Automatic,70491,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,3,2876,0
463,37998,3,Ford,Automatic,31392,Silver,Black,18,V6,All-Wheel Drive,Gasoline,11,2015,0
464,53999,1,Mercedes-Benz,Automatic,3656,Silver,Black,22,I4,All-Wheel Drive,Gasoline,8,2901,0
465,50371,3,Land,Automatic,26839,Silver,Black,20,V6,All-Wheel Drive,Gasoline,8,2188,0
466,24696,3,BMW,Automatic,35452,Blue,Black,27,I4,Front-Wheel Drive,Gasoline,10,4014,0
467,30994,3,Jeep,Automatic,26951,Gray,Black,17,V6,Four-Wheel Drive,Gasoline,3,2996,0
468,14860,8,Toyota,Automatic,107119,Black,Gray,25,V6,Front-Wheel Drive,Gasoline,2,2002,0
469,30996,3,BMW,Automatic,27869,Black,Black,25,I4,All-Wheel Drive,Gasoline,8,2938,0
470,52990,2,Jeep,Automatic,12077,Black,Black,20,V6,Four-Wheel Drive,Gasoline,13,4128,1
471,22488,2,Dodge,Automatic,26012,Gray,Black,23,V6,Rear-Wheel Drive,Gasoline,6,2490,0
472,15190,6,Nissan,Automatic,71189,White,Black,24,V6,Front-Wheel Drive,Gasoline,4,532,0
473,33390,2,RAM,Automatic,28071,White,Black,25,V8,Front-Wheel Drive,Gasoline,4,2824,0
474,18993,3,Toyota,Automatic,45128,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,4,1806,0
475,27888,4,Toyota,Automatic,50242,White,Gray,21,V6,Front-Wheel Drive,Gasoline,8,2068,0
476,20999,3,Dodge,Automatic,34943,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,9,3220,0
477,6250,9,Nissan,Automatic,98878,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,1,354,0
478,36798,3,Lexus,Automatic,40630,Black,Red,23,V6,Rear-Wheel Drive,Gasoline,6,1632,0
479,65996,3,BMW,Automatic,20330,Black,Black,16,V8,All-Wheel Drive,Gasoline,10,3269,0
480,6400,10,Hyundai,Automatic,109456,Blue,Gray,27,I4,Front-Wheel Drive,Gasoline,5,975,0
481,18975,3,Toyota,Automatic,22112,Gray,Black,54,I4,Front-Wheel Drive,Gasoline,6,3023,0
482,17100,5,Honda,Automatic,69802,Red,Gray,29,I4,Front-Wheel Drive,Gasoline,5,1995,0
483,44491,2,Volvo,Automatic,39936,Black,Black,22,I4,All-Wheel Drive,Gasoline,12,3384,0
484,39995,5,Land,Automatic,41471,Black,Black,19,V6,All-Wheel Drive,Gasoline,14,3359,0
485,16998,3,Honda,Automatic,88638,Black,Black,32,I4,Front-Wheel Drive,Gasoline,1,1140,1
486,18999,1,Subaru,Automatic,19380,Black,Black,31,H4,All-Wheel Drive,Gasoline,7,3855,0
487,8550,7,Chevrolet,Automatic,82157,Gray,Black,37,I4,Front-Wheel Drive,Gasoline,3,4043,0
488,9995,9,Toyota,Automatic,98122,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,2,1478,0
489,26499,3,Mercedes-Benz,Automatic,32010,White,Black,28,I4,Rear-Wheel Drive,Gasoline,15,2531,0
490,16197,1,Mitsubishi,Automatic,25866,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,362,0
491,35900,2,BMW,Automatic,14477,Black,Black,72,I4,Rear-Wheel Drive,Gasoline,19,2354,0
492,37999,3,BMW,Automatic,30030,Gray,Black,21,I6,All-Wheel Drive,Gasoline,11,2990,0
493,41777,0,BMW,Automatic,7343,Blue,Black,30,I4,Rear-Wheel Drive,Gasoline,8,2060,0
494,14999,4,Toyota,Automatic,66258,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,3,1896,0
495,19488,1,Toyota,Automatic,20448,Black,Black,32,I4,Front-Wheel Drive,Gasoline,10,4283,1
496,26991,4,Lexus,Automatic,73581,Black,Black,25,V6,Front-Wheel Drive,Gasoline,2,2693,1
497,27499,3,Mercedes-Benz,Automatic,19751,White,Black,28,I4,Rear-Wheel Drive,Gasoline,15,2525,0
498,39995,0,Cadillac,Automatic,2675,White,Black,25,I4,Front-Wheel Drive,Gasoline,7,2510,0
499,10980,4,Hyundai,Automatic,78353,Red,Gray,25,I4,Front-Wheel Drive,Gasoline,11,1236,0
500,23450,3,Toyota,Automatic,21935,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,9,3262,0
501,27500,4,Lexus,Automatic,17915,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,10,3459,0
502,29488,3,Jeep,Automatic,34968,White,Black,17,V6,Four-Wheel Drive,Gasoline,3,2955,0
503,15950,6,BMW,Automatic,46655,White,Black,28,I4,Rear-Wheel Drive,Gasoline,9,3635,0
504,31950,5,Porsche,Automatic,65266,Silver,Black,19,V6,All-Wheel Drive,Gasoline,10,3332,0
505,27999,2,Toyota,Automatic,34379,Silver,Black,23,V6,All-Wheel Drive,Gasoline,5,3144,0
506,30300,2,Toyota,Automatic,21199,Red,Black,28,I4,All-Wheel Drive,Gasoline,4,2872,0
507,18000,3,Volkswagen,Automatic,42985,White,Black,24,I4,Front-Wheel Drive,Gasoline,4,1620,0
508,19500,3,Mazda,Automatic,49087,Red,Black,27,I4,Front-Wheel Drive,Gasoline,9,3294,0
509,7200,10,Toyota,Automatic,121364,Gray,Gray,24,V6,Front-Wheel Drive,Gasoline,4,3041,0
510,15990,7,Audi,Automatic,84789,Black,Black,26,I4,All-Wheel Drive,Hybrid,8,2677,0
511,60297,1,GMC,Automatic,34950,White,Black,16,V8,Four-Wheel Drive,Gasoline,3,361,0
512,22499,6,BMW,Automatic,64990,Black,Black,22,I6,All-Wheel Drive,Gasoline,8,1512,1
513,37499,2,Lexus,Automatic,5191,Black,Black,26,V6,Front-Wheel Drive,Gasoline,10,2410,1
514,22991,6,GMC,Automatic,68110,Black,Black,21,V6,Front-Wheel Drive,Gasoline,6,4467,0
515,36895,4,GMC,Automatic,76657,Silver,Black,25,V8,Four-Wheel Drive,Gasoline,9,5534,0
516,21380,1,Hyundai,Automatic,26033,Black,Gray,23,I4,All-Wheel Drive,Gasoline,6,2373,1
517,31998,1,Mazda,Automatic,34016,Silver,Black,22,I4,All-Wheel Drive,Gasoline,14,4135,0
518,22486,3,BMW,Automatic,28453,White,Black,28,I4,Rear-Wheel Drive,Gasoline,5,991,0
519,11398,5,Kia,Automatic,135479,Gray,Black,24,I4,Front-Wheel Drive,Gasoline,8,949,0
520,17991,2,Honda,Automatic,34561,Blue,Black,33,I4,Front-Wheel Drive,Gasoline,2,4717,0
521,33991,3,BMW,Automatic,29189,Black,Black,25,I6,Rear-Wheel Drive,Gasoline,6,2434,1
522,29800,13,Porsche,Automatic,16975,Silver,Black,22,H6,Rear-Wheel Drive,Gasoline,2,2076,0
523,39995,0,Cadillac,Automatic,3064,White,Black,25,I4,Front-Wheel Drive,Gasoline,7,2510,0
524,9695,10,Honda,Automatic,126829,Black,Black,25,V6,Front-Wheel Drive,Gasoline,4,1565,0
525,21799,1,Hyundai,Automatic,27860,Red,Black,23,I4,All-Wheel Drive,Gasoline,6,2417,0
526,56195,3,Mercedes-Benz,Automatic,33142,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,8,2535,0
527,8995,11,Ford,Manual,92609,Silver,Black,21,V6,Rear-Wheel Drive,Gasoline,3,3284,0
528,18995,13,Ford,Automatic,170282,Black,Black,25,V8,Front-Wheel Drive,Diesel,3,1469,1
529,35995,0,Acura,Automatic,3495,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,10,5448,0
530,33997,2,Honda,Automatic,35044,White,Black,23,V6,Front-Wheel Drive,Gasoline,11,3737,0
531,21975,3,Mercedes-Benz,Automatic,37523,White,Black,27,I4,All-Wheel Drive,Gasoline,26,3902,0
532,26999,3,Jeep,Automatic,52469,Black,Black,22,V6,Front-Wheel Drive,Gasoline,6,3226,0
533,41995,3,Audi,Automatic,38960,Blue,Black,21,V6,All-Wheel Drive,Gasoline,6,6713,0
534,21999,3,Mercedes-Benz,Automatic,30064,White,Black,25,I4,Front-Wheel Drive,Gasoline,5,2684,0
535,29494,2,Dodge,Automatic,25974,Black,Black,20,V8,Rear-Wheel Drive,Gasoline,10,2227,0
536,35998,2,Honda,Automatic,39401,Gray,Black,23,V6,Front-Wheel Drive,Gasoline,11,1885,0
537,17495,9,INFINITI,Automatic,64486,Black,Black,25,V6,Rear-Wheel Drive,Gasoline,6,970,0
538,7499,11,Toyota,Automatic,113774,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,2,714,0
539,28975,3,Mercedes-Benz,Automatic,21211,Gray,Black,24,I4,Rear-Wheel Drive,Gasoline,9,4421,0
540,34500,9,Cadillac,Automatic,44000,Black,Black,25,V8,Rear-Wheel Drive,Gasoline,11,632,0
541,18497,6,Honda,Automatic,69383,Black,Black,30,I4,Front-Wheel Drive,Gasoline,8,4538,1
542,24897,2,Honda,Automatic,16720,Silver,Black,30,I4,Front-Wheel Drive,Gasoline,6,1600,0
543,53897,1,Chevrolet,Automatic,35637,White,Black,17,V8,Four-Wheel Drive,Gasoline,3,433,0
544,19490,3,BMW,Automatic,23104,White,Black,109,I2,Rear-Wheel Drive,Gasoline,16,2023,0
545,17999,5,Ford,Automatic,122110,Black,Black,25,V8,Front-Wheel Drive,Flex Fuel Vehicle,3,2827,1
546,15495,5,MINI,Automatic,33651,Black,Black,28,I4,Front-Wheel Drive,Gasoline,2,4945,0
547,46995,3,Audi,Automatic,23900,Gray,Black,21,V6,All-Wheel Drive,Gasoline,31,6640,0
548,14300,8,Honda,Automatic,79929,White,Black,25,I4,Front-Wheel Drive,Gasoline,11,1711,0
549,16490,3,Subaru,Manual,28529,Blue,Black,25,I4,All-Wheel Drive,Gasoline,5,3555,0
550,5999,16,Chevrolet,Automatic,213707,Black,Gray,16,V8,Rear-Wheel Drive,Gasoline,3,1277,1
551,16980,13,Chevrolet,Automatic,125742,White,Gray,25,V8,Front-Wheel Drive,Gasoline,1,2251,0
552,14240,4,Honda,Automatic,74261,White,Black,31,I4,Front-Wheel Drive,Gasoline,3,4629,0
553,22488,3,Honda,Automatic,43082,Black,Black,22,V6,Front-Wheel Drive,Gasoline,4,3465,0
554,11300,6,Jeep,Automatic,68250,White,Black,25,I4,Front-Wheel Drive,Gasoline,5,1058,0
555,22290,1,Kia,Automatic,27415,White,Black,22,V6,Front-Wheel Drive,Gasoline,6,2230,0
556,32996,3,Mercedes-Benz,Automatic,38843,Black,Black,20,V6,Rear-Wheel Drive,Gasoline,15,3096,0
557,10997,14,Chevrolet,Automatic,167900,Red,Black,16,V8,Rear-Wheel Drive,Flex Fuel Vehicle,11,3151,0
558,8950,8,Scion,Manual,69340,Red,Black,25,I4,Front-Wheel Drive,Gasoline,3,3037,0
559,11995,3,Kia,Automatic,47067,White,Black,32,I4,Front-Wheel Drive,Gasoline,2,907,0
560,15999,2,Nissan,Automatic,66877,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,2505,0
561,5999,14,Acura,Automatic,144300,Black,Black,21,V6,Front-Wheel Drive,Gasoline,1,1185,0
562,16696,3,MINI,Automatic,33475,Blue,Black,27,I3,Front-Wheel Drive,Gasoline,3,1980,0
563,11458,5,Ford,Automatic,114606,Black,Black,22,I4,Front-Wheel Drive,Gasoline,3,2395,1
564,28251,3,Lexus,Automatic,33282,Black,Red,24,I4,Front-Wheel Drive,Gasoline,3,2455,1
565,19995,2,Mazda,Automatic,10419,Blue,Black,27,I4,Front-Wheel Drive,Gasoline,5,3913,0
566,41887,4,Jaguar,Automatic,23354,White,White,22,V6,Rear-Wheel Drive,Gasoline,8,2343,0
567,42988,2,Chevrolet,Automatic,11037,Black,Black,19,V8,Front-Wheel Drive,Gasoline,10,4035,1
568,20999,2,Jeep,Automatic,31020,Silver,Black,25,I4,Four-Wheel Drive,Gasoline,6,2615,0
569,39998,3,Audi,Automatic,24380,Black,Black,21,V6,All-Wheel Drive,Gasoline,8,1760,0
570,15990,7,RAM,Automatic,78773,White,Black,16,V8,Front-Wheel Drive,Gasoline,1,1290,0
571,14997,3,Ford,Automatic,33767,White,Gray,24,I4,Front-Wheel Drive,Flex Fuel Vehicle,3,2980,0
572,25995,3,Acura,Automatic,26028,White,Black,25,V6,Front-Wheel Drive,Gasoline,3,1674,0
573,26000,4,Lexus,Automatic,8344,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,18,6412,0
574,23988,4,Land,Automatic,51191,White,Black,22,I4,All-Wheel Drive,Gasoline,24,8531,0
575,36990,2,Lexus,Automatic,5415,Black,Black,25,V6,Front-Wheel Drive,Gasoline,11,3198,0
576,21199,2,Jeep,Automatic,30390,Gray,Black,25,I4,Four-Wheel Drive,Gasoline,7,2662,0
577,20188,2,Honda,Automatic,33218,Red,Black,33,I4,Front-Wheel Drive,Gasoline,4,3557,0
578,7999,15,Lexus,Automatic,114377,Black,Gray,25,V6,Rear-Wheel Drive,Gasoline,4,409,0
579,31998,3,INFINITI,Automatic,33428,Gray,Black,22,V6,Rear-Wheel Drive,Gasoline,10,4234,0
580,10999,7,Toyota,Automatic,97557,Gray,Black,41,I4,Front-Wheel Drive,Hybrid,9,820,0
581,27591,3,Lexus,Automatic,18558,Gray,Gray,25,V6,Front-Wheel Drive,Gasoline,5,2846,0
582,12999,4,Toyota,Automatic,56011,Black,Gray,31,I4,Front-Wheel Drive,Gasoline,2,1143,0
583,32999,1,Mercedes-Benz,Automatic,10161,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,7,2661,0
584,25099,1,Ford,Automatic,30061,White,Black,24,I4,All-Wheel Drive,Gasoline,4,2721,0
585,14000,3,Ford,Automatic,21192,Black,Black,27,I3,Front-Wheel Drive,Gasoline,3,2378,1
586,67999,1,Lincoln,Automatic,18136,Black,Black,23,V6,All-Wheel Drive,Gasoline,12,3549,0
587,34897,3,Mercedes-Benz,Automatic,27347,White,Black,25,I4,Rear-Wheel Drive,Gasoline,18,2375,0
588,59998,1,GMC,Automatic,20138,Black,Black,23,I6,Four-Wheel Drive,Diesel,11,1839,0
589,4999,17,Chevrolet,Automatic,206740,Gray,Gray,14,V8,Rear-Wheel Drive,Gasoline,1,1244,0
590,9975,6,Dodge,Automatic,90561,Black,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,3,5031,0
591,21822,3,Honda,Automatic,46390,Black,Black,33,I4,Front-Wheel Drive,Gasoline,7,2761,0
592,22952,2,Honda,Automatic,30681,White,Black,31,I4,Front-Wheel Drive,Gasoline,1,1210,0
593,8900,7,Chevrolet,Automatic,85659,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,2,3774,0
594,16988,1,Toyota,Automatic,66195,Silver,Black,52,I4,Front-Wheel Drive,Hybrid,2,2044,0
595,7995,8,Honda,Automatic,101366,Black,Black,31,I4,Front-Wheel Drive,Gasoline,1,4195,0
596,14995,8,Ford,Automatic,120451,Black,Black,19,V6,All-Wheel Drive,Gasoline,8,1718,0
597,17999,2,Mitsubishi,Automatic,35120,Silver,Black,26,I4,All-Wheel Drive,Gasoline,11,3221,0
598,21311,3,Mazda,Automatic,21727,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,6,3166,0
599,27695,3,Mercedes-Benz,Automatic,31255,Gray,Black,24,I4,Rear-Wheel Drive,Gasoline,2,1692,0
600,31496,1,BMW,Automatic,4669,Gray,Black,27,I4,All-Wheel Drive,Gasoline,7,964,0
601,20998,2,Toyota,Automatic,24906,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,4,2199,0
602,15488,1,Kia,Automatic,30589,White,Black,27,I4,Front-Wheel Drive,Gasoline,7,1798,0
